year,cityid,g_private,reform,reformyear
2017,191,0.2252264,1,2014
2018,191,0.1561233,1,2014
2004,192,0.088707,0,2015
2005,192,0.081851,0,2015
2006,192,-0.2630836,0,2015
2007,192,0.178651,0,2015
2008,192,0.1621665,0,2015
2009,192,0.1111794,0,2015
2010,192,0.1419224,0,2015
2011,192,0.0352096,0,2015
2012,192,0.1125758,0,2015
2013,192,0.0255674,0,2015
2014,192,0.1682366,0,2015
2015,192,0.1565834,1,2015
2016,192,0.1570746,1,2015
2017,192,0.0548663,1,2015
2018,192,0.1190976,1,2015
2004,193,0.0892682,0,2015
2005,193,0.0732792,0,2015
2006,193,-0.0625964,0,2015
2007,193,-0.0165518,0,2015
2008,193,0.1170669,0,2015
2009,193,0.1467615,0,2015
2010,193,0.1473473,0,2015
2011,193,0.1160402,0,2015
2012,193,0.1208704,0,2015
2013,193,0.2463599,0,2015
2014,193,0.0837185,0,2015
2015,193,0.0855934,1,2015
2016,193,-0.0518784,1,2015
2017,193,0.1119699,1,2015
2018,193,0.1317744,1,2015
2004,194,0.1354478,0,2014
2005,194,0.0544773,0,2014
2006,194,0.0011547,0,2014
2007,194,0.3976932,0,2014
2008,194,-0.0016009,0,2014
2009,194,0.0811168,0,2014
2010,194,0.1417737,0,2014
2011,194,0.0875161,0,2014
2012,194,0.0650067,0,2014
2013,194,0.1396064,0,2014
2014,194,0.6261865,1,2014
2015,194,0.0866211,1,2014
2016,194,-0.0378803,1,2014
2017,194,0.1034458,1,2014
2018,194,0.1511525,1,2014
2004,195,0.103134,0,2012
2005,195,0.2160985,0,2012
2006,195,0.0862965,0,2012
2007,195,0.0471577,0,2012
2008,195,0.2078895,0,2012
2009,195,-0.0760005,0,2012
2010,195,0.1927726,0,2012
2011,195,0.0474727,0,2012
2012,195,0.1754183,1,2012
2013,195,0.1183416,1,2012
2014,195,0.0795618,1,2012
2015,195,0.2980482,1,2012
2016,195,-0.061983,1,2012
2017,195,0.203985,1,2012
2018,195,-0.0911831,1,2012
2004,196,0.0650453,0,2013
2005,196,-0.2044728,0,2013
2006,196,0.0829987,0,2013
2007,196,0.0679852,0,2013
2008,196,0.0740741,0,2013
2009,196,-0.0150862,0,2013
2010,196,0.1805252,0,2013
2011,196,0.6261865,0,2013
2012,196,0.0104671,0,2013
2013,196,0.0245321,1,2013
2014,196,-0.0837136,1,2013
2015,196,-0.1963099,1,2013
2016,196,0.2760618,1,2013
2017,196,0.0221428,1,2013
2018,196,0.0452432,1,2013
2004,197,0.142363,0,2014
2005,197,-0.0047481,0,2014
2006,197,0.0156429,0,2014
2007,197,-0.0044523,0,2014
2008,197,0.2814927,0,2014
2009,197,0.1457387,0,2014
2010,197,0.2105559,0,2014
2011,197,0.4272996,0,2014
2012,197,-0.1801082,0,2014
2013,197,0.1590169,0,2014
2014,197,0.5240479,1,2014
2015,197,0.1,1,2014
2016,197,0.1444459,1,2014
2017,197,0.1008714,1,2014
2018,197,0.0732786,1,2014
2004,198,0.1005989,0,2015
2005,198,0.0462848,0,2015
2006,198,-0.0244728,0,2015
2007,198,0.3190889,0,2015
2008,198,-0.0858162,0,2015
2009,198,0.0647776,0,2015
2010,198,-0.000768,0,2015
2011,198,-0.2630836,0,2015
2012,198,0.6261865,0,2015
2013,198,-0.0304048,0,2015
2014,198,0.0697576,0,2015
2015,198,0.3991534,1,2015
2016,198,0.0727,1,2015
2017,198,0.1170683,1,2015
2018,198,0.0979126,1,2015
2004,199,0.1241733,0,2015
2005,199,0.124979,0,2015
2006,199,0.0100995,0,2015
2007,199,0.1765421,0,2015
2008,199,0.6261865,0,2015
2009,199,-0.2630836,0,2015
2010,199,0.6261865,0,2015
2011,199,-0.2630836,0,2015
2012,199,0.2312884,0,2015
2013,199,0.0585413,0,2015
2014,199,-0.0144473,0,2015
2015,199,0.1241733,1,2015
2016,199,0.1241733,1,2015
2017,199,0.0526976,1,2015
2018,199,0.1241733,1,2015
2004,200,0.117002,0,2016
2005,200,0.1099176,0,2016
2006,200,0.1250065,0,2016
2007,200,0.0001376,0,2016
2008,200,0.6148394,0,2016
2009,200,0.3625847,0,2016
2010,200,0.0685044,0,2016
2011,200,0.1799819,0,2016
2012,200,-0.0652463,0,2016
2013,200,0.0495335,0,2016
2014,200,0.0577253,0,2016
2015,200,0.0544236,0,2016
2016,200,-0.1741376,1,2016
2017,200,0.0384264,1,2016
2018,200,0.2163304,1,2016
2004,201,0.100396,0,2014
2005,201,-0.0894737,0,2014
2006,201,0.0544944,0,2014
2007,201,0.6261865,0,2014
2008,201,-0.1502599,0,2014
2009,201,0.1350264,0,2014
2010,201,0.1387794,0,2014
2011,201,-0.068249,0,2014
2012,201,0.0748974,0,2014
2013,201,0.0043839,0,2014
2014,201,0.2190806,1,2014
2015,201,0.023399,1,2014
2016,201,-0.0539804,1,2014
2017,201,0.32676,1,2014
2018,201,0.1644996,1,2014
2004,202,0.1233826,0,2013
2005,202,0.0929465,0,2013
2006,202,0.1933198,0,2013
2007,202,0.2743189,0,2013
2008,202,-0.181486,0,2013
2009,202,0.053732,0,2013
2010,202,0.0380743,0,2013
2011,202,0.6261865,0,2013
2012,202,-0.1108502,0,2013
2013,202,0.0329559,1,2013
2014,202,0.6261865,1,2013
2015,202,0.0108331,1,2013
2016,202,0.0753425,1,2013
2017,202,-0.1275865,1,2013
2018,202,0.1233826,1,2013
2004,203,0.0782553,0,2015
2005,203,0.6261865,0,2015
2006,203,0.0499986,0,2015
2007,203,0.0178049,0,2015
2008,203,0.0010113,0,2015
2009,203,-0.2630836,0,2015
2010,203,-0.018254,0,2015
2011,203,-0.2324859,0,2015
2012,203,0.3455639,0,2015
2013,203,-0.0783876,0,2015
2014,203,0.1723832,0,2015
2015,203,0.0845576,1,2015
2016,203,-0.0258849,1,2015
2017,203,0.4585043,1,2015
2018,203,-0.0423396,1,2015
2004,204,0.1519897,0,2015
2005,204,0.0497182,0,2015
2006,204,0.3678333,0,2015
2007,204,0.1613719,0,2015
2008,204,0.0678144,0,2015
2009,204,0.6261865,0,2015
2010,204,-0.2630836,0,2015
2011,204,0.1363321,0,2015
2012,204,0.6261865,0,2015
2013,204,0.1573428,0,2015
2014,204,-0.1099918,0,2015
2015,204,0.1519897,1,2015
2016,204,0.0041664,1,2015
2017,204,0.1519897,1,2015
2018,204,0,1,2015
2004,205,0.1152007,0,2014
2005,205,-0.2630836,0,2014
2006,205,0.3214581,0,2014
2007,205,0.6261865,0,2014
2008,205,-0.1384645,0,2014
2009,205,0.3198753,0,2014
2010,205,-0.2630836,0,2014
2011,205,0.6261865,0,2014
2012,205,0.1455162,0,2014
2013,205,0.1034355,0,2014
2014,205,-0.1026338,1,2014
2015,205,0.1389752,1,2014
2016,205,-0.0821849,1,2014
2017,205,-0.223611,1,2014
2018,205,0.4042383,1,2014
2004,206,0.214761,0,2015
2005,206,0.0426661,0,2015
2006,206,0.2960597,0,2015
2007,206,0.1187105,0,2015
2008,206,0.2967601,0,2015
2009,206,-0.0492849,0,2015
2010,206,0.0810641,0,2015
2011,206,-0.1218736,0,2015
2012,206,0.0307711,0,2015
2013,206,0.6261865,0,2015
2014,206,0.0036996,0,2015
2015,206,0.6261865,1,2015
2016,206,0.214761,1,2015
2017,206,0.214761,1,2015
2018,206,0.6261865,1,2015
2004,207,0.1415997,0,2017
2005,207,0.15,0,2017
2006,207,0.6261865,0,2017
2007,207,0.0499988,0,2017
2008,207,0.0351896,0,2017
2009,207,-0.0059966,0,2017
2010,207,0.057941,0,2017
2011,207,0.6261865,0,2017
2012,207,-0.0545612,0,2017
2013,207,-0.1265196,0,2017
2014,207,0.5790071,0,2017
2015,207,-0.0751452,0,2017
2016,207,0.0600001,0,2017
2017,207,0.035176,1,2017
2018,207,0.0249324,1,2017
2004,208,0.0922641,0,2014
2005,208,-0.1490345,0,2014
2006,208,0.2649155,0,2014
2007,208,0.0288836,0,2014
2008,208,0.1456297,0,2014
2009,208,0.0432129,0,2014
2010,208,0.0540885,0,2014
2011,208,0.0145041,0,2014
2012,208,0.6261865,0,2014
2013,208,-0.2630836,0,2014
2014,208,0.0402158,1,2014
2015,208,0.0505962,1,2014
2016,208,0.1291685,1,2014
2017,208,0.1070723,1,2014
2018,208,0.1993412,1,2014
2004,209,0.1281132,0,2015
2005,209,0.3817061,0,2015
2006,209,0.2794473,0,2015
2007,209,0.0926411,0,2015
2008,209,0.177213,0,2015
2009,209,0.0540199,0,2015
2010,209,-0.0151498,0,2015
2011,209,0.1664156,0,2015
2012,209,-0.0128697,0,2015
2013,209,0.1704823,0,2015
2014,209,0.045029,0,2015
2015,209,0.1639672,1,2015
2016,209,-0.0631813,1,2015
2017,209,-0.1750116,1,2015
2018,209,0.5288758,1,2015
2004,210,0.0593708,0,2015
2005,210,-0.2630836,0,2015
2006,210,0.116174,0,2015
2007,210,0.1070603,0,2015
2008,210,0.0558165,0,2015
2009,210,0.0088449,0,2015
2010,210,0.6249604,0,2015
2011,210,0.0593708,0,2015
2012,210,0.0593708,0,2015
2013,210,0.1315544,0,2015
2014,210,0.0032948,0,2015
2015,210,-0.0456714,1,2015
2016,210,-0.1408096,1,2015
2017,210,0.3331873,1,2015
2018,210,-0.2188787,1,2015
2004,211,0.1252265,0,2015
2005,211,-0.1664633,0,2015
2006,211,-0.0106489,0,2015
2007,211,-0.0347931,0,2015
2008,211,0.6261865,0,2015
2009,211,0.1454225,0,2015
2010,211,-0.2630836,0,2015
2011,211,0.4714274,0,2015
2012,211,0.1252265,0,2015
2013,211,0.1252265,0,2015
2014,211,0.2146681,0,2015
2015,211,0.0358217,1,2015
2016,211,0.6261865,1,2015
2017,211,0.1210777,1,2015
2018,211,-0.2630836,1,2015
2004,212,0.0427995,0,2014
2005,212,-0.1636823,0,2014
2006,212,0.202922,0,2014
2007,212,0.013206,0,2014
2008,212,-0.0467402,0,2014
2009,212,0.198776,0,2014
2010,212,0.00066,0,2014
2011,212,0.0427995,0,2014
2012,212,0.0881537,0,2014
2013,212,0.0427995,0,2014
2014,212,0.0563953,1,2014
2015,212,0.0115853,1,2014
2016,212,0.066719,1,2014
2017,212,0.0427995,1,2014
2018,212,0.0427995,1,2014
2004,213,NA,0,2015
2005,213,NA,0,2015
2006,213,NA,0,2015
2007,213,NA,0,2015
2008,213,NA,0,2015
2009,213,NA,0,2015
2010,213,NA,0,2015
2011,213,NA,0,2015
2012,213,NA,0,2015
2013,213,NA,0,2015
2014,213,NA,0,2015
2015,213,NA,1,2015
2016,213,NA,1,2015
2017,213,NA,1,2015
2018,213,NA,1,2015
2004,214,0.1210125,0,2015
2005,214,0.1721993,0,2015
2006,214,0.1214862,0,2015
2007,214,0.0994644,0,2015
2008,214,-0.2630836,0,2015
2009,214,0.0933053,0,2015
2010,214,0.6261865,0,2015
2011,214,-0.1236512,0,2015
2012,214,0.4557387,0,2015
2013,214,0.1121433,0,2015
2014,214,0.0148783,0,2015
2015,214,0.1758977,1,2015
2016,214,0.1196355,1,2015
2017,214,-0.0492975,1,2015
2018,214,0.139272,1,2015
2004,215,0.0838868,0,2015
2005,215,0.1197093,0,2015
2006,215,0.0458395,0,2015
2007,215,-0.2630836,0,2015
2008,215,0.0493922,0,2015
2009,215,0.0577596,0,2015
2010,215,0.1678635,0,2015
2011,215,0.4514811,0,2015
2012,215,0.1173632,0,2015
2013,215,0.0192834,0,2015
2014,215,0.0776902,0,2015
2015,215,-0.0405804,1,2015
2016,215,-0.0430818,1,2015
2017,215,0.2557313,1,2015
2018,215,0.1590472,1,2015
2004,216,0.1745598,0,2015
2005,216,0.0282712,0,2015
2006,216,0.3437084,0,2015
2007,216,0.6261865,0,2015
2008,216,0.3382485,0,2015
2009,216,-0.2630836,0,2015
2010,216,0.2689477,0,2015
2011,216,0.6261865,0,2015
2012,216,-0.062824,0,2015
2013,216,-0.2630836,0,2015
2014,216,0.6075622,0,2015
2015,216,-0.1868601,1,2015
2016,216,0.4459186,1,2015
2017,216,-0.2630836,1,2015
2018,216,0.1977423,1,2015
2004,217,0.1131447,0,2013
2005,217,0.0996169,0,2013
2006,217,0.2485482,0,2013
2007,217,0.1324031,0,2013
2008,217,0.129655,0,2013
2009,217,0.1604654,0,2013
2010,217,0.095483,0,2013
2011,217,0.0587268,0,2013
2012,217,0.0991306,0,2013
2013,217,-0.1019259,1,2013
2014,217,0.0748367,1,2013
2015,217,0.0971724,1,2013
2016,217,0.0511221,1,2013
2017,217,0.2366672,1,2013
2018,217,0.2021237,1,2013
2004,218,0.0892421,0,2015
2005,218,0.0544773,0,2015
2006,218,0.0011547,0,2015
2007,218,0.2068281,0,2015
2008,218,0.0493922,0,2015
2009,218,0.0577596,0,2015
2010,218,0.1678635,0,2015
2011,218,0.1165013,0,2015
2012,218,0.0881537,0,2015
2013,218,0.0909643,0,2015
2014,218,0.0402158,0,2015
2015,218,0.0505962,1,2015
2016,218,0.1291685,1,2015
2017,218,0.1070723,1,2015
2018,218,0.0892421,1,2015
2004,219,0.0578224,0,2014
2005,219,-0.2630836,0,2014
2006,219,-0.2630836,0,2014
2007,219,0.1267606,0,2014
2008,219,0.1913625,0,2014
2009,219,0.0726059,0,2014
2010,219,0.1523345,0,2014
2011,219,0.2534677,0,2014
2012,219,-0.0444972,0,2014
2013,219,0.6261865,0,2014
2014,219,0.0990005,1,2014
2015,219,-0.2068165,1,2014
2016,219,0.0040298,1,2014
2017,219,0.0116578,1,2014
2018,219,0.0495882,1,2014
2004,220,-0.0193271,0,2015
2005,220,0.0189771,0,2015
2006,220,-0.2630836,0,2015
2007,220,-0.1848559,0,2015
2008,220,0.0575313,0,2015
2009,220,0.2701299,0,2015
2010,220,0.1752162,0,2015
2011,220,-0.0762475,0,2015
2012,220,-0.0418495,0,2015
2013,220,0.0899433,0,2015
2014,220,-0.0904976,0,2015
2015,220,-0.0584926,1,2015
2016,220,-0.0995537,1,2015
2017,220,-0.1896846,1,2015
2018,220,0.1218883,1,2015
2004,221,0.1227802,0,2014
2005,221,0.0502075,0,2014
2006,221,-0.0665609,0,2014
2007,221,0.2711793,0,2014
2008,221,0.291756,0,2014
2009,221,0.1276329,0,2014
2010,221,0.0992751,0,2014
2011,221,0.1304314,0,2014
2012,221,0,0,2014
2013,221,0.0854765,0,2014
2014,221,0.2103665,1,2014
2015,221,0.1786548,1,2014
2016,221,0,1,2014
2017,221,0.1077356,1,2014
2018,221,0.2327679,1,2014
2004,222,0.0732818,0,2015
2005,222,0.0732818,0,2015
2006,222,0.5724314,0,2015
2007,222,0.000284,0,2015
2008,222,-0.1552534,0,2015
2009,222,-0.0166517,0,2015
2010,222,-0.2593232,0,2015
2011,222,0,0,2015
2012,222,0.0004662,0,2015
2013,222,0.1915191,0,2015
2014,222,-0.1118498,0,2015
2015,222,0.6261865,1,2015
2016,222,0.1526846,1,2015
2017,222,-0.0768253,1,2015
2018,222,0.0289946,1,2015
2004,223,0.0635235,0,2013
2005,223,0.0635243,0,2013
2006,223,0.0728183,0,2013
2007,223,-0.0108553,0,2013
2008,223,0.4994971,0,2013
2009,223,0.0748679,0,2013
2010,223,0.30831,0,2013
2011,223,0.0167715,0,2013
2012,223,0.031768,0,2013
2013,223,-0.2630836,1,2013
2014,223,0.0685596,1,2013
2015,223,-0.0900648,1,2013
2016,223,-0.0065454,1,2013
2017,223,0.023845,1,2013
2018,223,0.099916,1,2013
2004,224,0.1298234,0,2014
2005,224,0.3370088,0,2014
2006,224,-0.0419793,0,2014
2007,224,0.0062265,0,2014
2008,224,-0.0997414,0,2014
2009,224,0.1446598,0,2014
2010,224,0.5519157,0,2014
2011,224,0.0604054,0,2014
2012,224,0.1380074,0,2014
2013,224,0.153862,0,2014
2014,224,0.3361854,1,2014
2015,224,0.0764561,1,2014
2016,224,-0.2630836,1,2014
2017,224,-0.2085817,1,2014
2018,224,0.6261865,1,2014
2004,225,0.1527517,0,2012
2005,225,0.0544773,0,2012
2006,225,0.0011547,0,2012
2007,225,0.6261865,0,2012
2008,225,0.0831936,0,2012
2009,225,-0.0280578,0,2012
2010,225,-0.0131636,0,2012
2011,225,0.1262689,0,2012
2012,225,0.0155982,1,2012
2013,225,0.0482799,1,2012
2014,225,0.0402158,1,2012
2015,225,0.0505962,1,2012
2016,225,0.4998982,1,2012
2017,225,0.0999973,1,2012
2018,225,0.5338787,1,2012
2004,226,0.1343289,0,2015
2005,226,0.102578,0,2015
2006,226,-0.0102872,0,2015
2007,226,0.1684712,0,2015
2008,226,0.2395886,0,2015
2009,226,0.3802136,0,2015
2010,226,0.0743068,0,2015
2011,226,0.1361524,0,2015
2012,226,-0.066235,0,2015
2013,226,0.2229253,0,2015
2014,226,0.0049862,0,2015
2015,226,0.1569436,1,2015
2016,226,0.07475,1,2015
2017,226,0.0764952,1,2015
2018,226,0.3197163,1,2015
2004,227,0.0971063,0,2014
2005,227,0.0544773,0,2014
2006,227,0.0011547,0,2014
2007,227,0.2068281,0,2014
2008,227,0.0493922,0,2014
2009,227,0.0577596,0,2014
2010,227,0.1678635,0,2014
2011,227,0.1165013,0,2014
2012,227,0.0881537,0,2014
2013,227,0.0909643,0,2014
2014,227,0.0402158,1,2014
2015,227,0.0505962,1,2014
2016,227,0.1291685,1,2014
2017,227,0.1070723,1,2014
2018,227,0.1993412,1,2014
2004,228,0.0971063,0,2015
2005,228,0.0544773,0,2015
2006,228,0.0011547,0,2015
2007,228,0.2068281,0,2015
2008,228,0.0493922,0,2015
2009,228,0.0577596,0,2015
2010,228,0.1678635,0,2015
2011,228,0.1165013,0,2015
2012,228,0.0881537,0,2015
2013,228,0.0909643,0,2015
2014,228,0.0402158,0,2015
2015,228,0.0505962,1,2015
2016,228,0.1291685,1,2015
2017,228,0.1070723,1,2015
2018,228,0.1993412,1,2015
2004,229,0.0847531,0,2013
2005,229,-0.1184674,0,2013
2006,229,0.0011547,0,2013
2007,229,0.2068281,0,2013
2008,229,0.0493922,0,2013
2009,229,0.0577596,0,2013
2010,229,0.1678635,0,2013
2011,229,0.1165013,0,2013
2012,229,0.0881537,0,2013
2013,229,0.0909643,1,2013
2014,229,0.0402158,1,2013
2015,229,0.0505962,1,2013
2016,229,0.1291685,1,2013
2017,229,0.1070723,1,2013
2018,229,0.1993412,1,2013
2004,230,0.1366354,0,2017
2005,230,0.1366354,0,2017
2006,230,0.2158273,0,2017
2007,230,0.1366354,0,2017
2008,230,0.1804397,0,2017
2009,230,0.1834156,0,2017
2010,230,0.1072403,0,2017
2011,230,0.0986393,0,2017
2012,230,0.3404414,0,2017
2013,230,0.152767,0,2017
2014,230,0.0996203,0,2017
2015,230,-0.2630836,0,2017
2016,230,0.0460352,0,2017
2017,230,0.6261865,1,2017
2018,230,-0.1479043,1,2017
2004,231,0.1244774,0,2014
2005,231,0.2617103,0,2014
2006,231,0.0015,0,2014
2007,231,0.1058662,0,2014
2008,231,0.0843999,0,2014
2009,231,0.3717735,0,2014
2010,231,-0.0045524,0,2014
2011,231,0.0632622,0,2014
2012,231,0.19,0,2014
2013,231,0.1861089,0,2014
2014,231,0.1016912,1,2014
2015,231,0.1244774,1,2014
2016,231,0.1244774,1,2014
2017,231,0.0366799,1,2014
2018,231,0.0952896,1,2014
2004,232,0.0886167,0,2013
2005,232,-0.043696,0,2013
2006,232,0.1644659,0,2013
2007,232,0.0228357,0,2013
2008,232,0.0493922,0,2013
2009,232,0.0577596,0,2013
2010,232,0.1678635,0,2013
2011,232,0.1165013,0,2013
2012,232,0.0881537,0,2013
2013,232,0.0909643,1,2013
2014,232,0.0402158,1,2013
2015,232,0.0505962,1,2013
2016,232,0.1291685,1,2013
2017,232,0.1070723,1,2013
2018,232,0.1993412,1,2013
2004,233,0.137333,0,2013
2005,233,0.0309524,0,2013
2006,233,0.0011547,0,2013
2007,233,0.2068281,0,2013
2008,233,0.0493922,0,2013
2009,233,0.5114025,0,2013
2010,233,-0.1826673,0,2013
2011,233,0.4969846,0,2013
2012,233,0.08924,0,2013
2013,233,0.3194223,1,2013
2014,233,0.218605,1,2013
2015,233,0.1954804,1,2013
2016,233,0.1194251,1,2013
2017,233,0.1295257,1,2013
2018,233,-0.2630836,1,2013
2004,234,0.101531,0,2014
2005,234,0.4924037,0,2014
2006,234,0.0953951,0,2014
2007,234,-0.2630836,0,2014
2008,234,0.0493922,0,2014
2009,234,0.0577596,0,2014
2010,234,0.2033029,0,2014
2011,234,0.0836184,0,2014
2012,234,0.0881537,0,2014
2013,234,0.0909643,0,2014
2014,234,0.0402158,1,2014
2015,234,0.1065718,1,2014
2016,234,0.0720499,1,2014
2017,234,0.1539328,1,2014
2018,234,0.1507578,1,2014
2004,235,0.0778584,0,2013
2005,235,-0.2630836,0,2013
2006,235,0.0011547,0,2013
2007,235,0.2068281,0,2013
2008,235,0.0493922,0,2013
2009,235,0.0577596,0,2013
2010,235,0.1809681,0,2013
2011,235,0.1200058,0,2013
2012,235,0.0727119,0,2013
2013,235,0.4116512,1,2013
2014,235,0.0009629,1,2013
2015,235,0.0994202,1,2013
2016,235,0.0761719,1,2013
2017,235,0.0760073,1,2013
2018,235,6.75E-05,1,2013
2004,236,0.1632146,0,2015
2005,236,0.0544773,0,2015
2006,236,0.0011547,0,2015
2007,236,0.5485352,0,2015
2008,236,0.1381072,0,2015
2009,236,0.3624084,0,2015
2010,236,0.1436573,0,2015
2011,236,0.0999992,0,2015
2012,236,0.0969567,0,2015
2013,236,0.2948949,0,2015
2014,236,0.2995161,0,2015
2015,236,0.376087,1,2015
2016,236,0.1087326,1,2015
2017,236,0.0235615,1,2015
2018,236,-0.2630836,1,2015
2004,237,0.1410712,0,2017
2005,237,0.1410712,0,2017
2006,237,0.5539488,0,2017
2007,237,0.1410712,0,2017
2008,237,0.3896131,0,2017
2009,237,-0.0301105,0,2017
2010,237,0,0,2017
2011,237,0.0738902,0,2017
2012,237,0.0881537,0,2017
2013,237,0.0909643,0,2017
2014,237,0.0402158,0,2017
2015,237,0.0505962,0,2017
2016,237,0.1291685,0,2017
2017,237,0.1070723,1,2017
2018,237,0.1993412,1,2017
2004,238,0.1026234,0,2016
2005,238,0.1521041,0,2016
2006,238,0.0642323,0,2016
2007,238,0.1026234,0,2016
2008,238,0.1026234,0,2016
2009,238,0.3448179,0,2016
2010,238,0.0487879,0,2016
2011,238,-0.054231,0,2016
2012,238,0.315719,0,2016
2013,238,0.0213873,0,2016
2014,238,0.1124988,0,2016
2015,238,-0.0120621,0,2016
2016,238,-0.0089834,1,2016
2017,238,0.0815742,1,2016
2018,238,0.1656353,1,2016
